Name,Address,Pin Code,Age,latitude,longitude,Date_of_birth,Nationality,Diabetic,Religion,Height,Nationality,Diabetic,Religion,Height
Veronica Howard,"7288 153rd St, Lakewood, MN 99775",99775,56,27.223506,-78.660858,1968-09-16,Vietnamese,Yes,Christianity,Short,Vietnamese,Yes,Christianity,Short
Lori Morgan,"7288 153rd St, Lakewood, MN 99775",99775,22,27.223506,-78.660858,2002-09-17,Polish,Yes,Pastafarianism,Short,Polish,Yes,Pastafarianism,Short
Monica Nelson,"7288 153rd St, Lakewood, MN 99775",99775,54,27.223506,-78.660858,1970-09-17,Polish,No,Paganism,Tall,Polish,No,Paganism,Tall
Brenda Garcia,"7288 153rd St, Lakewood, MN 99775",99775,76,27.223506,-78.660858,1948-09-16,Dutch,No,Christianity,Tall,Dutch,No,Christianity,Tall
Victoria Gonzalez,"7288 153rd St, Lakewood, MN 99775",99775,59,27.223506,-78.660858,1965-09-17,French,Yes,Jainism,Average,French,Yes,Jainism,Average
Hannah Allen,"3001 163rd St, Saint Paul, FL 76156",76156,20,43.415094,-90.995964,2004-09-16,French,No,Christianity,Average,French,No,Christianity,Average
Christopher Morales,"3001 163rd St, Saint Paul, FL 76156",76156,32,43.415094,-90.995964,1992-09-16,Chinese,No,Taoism,Short,Chinese,No,Taoism,Short
Joshua Reed,"3001 163rd St, Saint Paul, FL 76156",76156,49,43.415094,-90.995964,1975-09-17,Irish,Yes,Shinto,Short,Irish,Yes,Shinto,Short
Carl Morgan,"1866 34th St, Norfolk, IL 34747",34747,75,48.873477,-69.175559,1949-09-17,Swedish,No,Unitarianism,Average,Swedish,No,Unitarianism,Average
Deborah Wilson,"1866 34th St, Norfolk, IL 34747",34747,54,48.873477,-69.175559,1970-09-17,Swedish,Yes,Buddhism,Average,Swedish,Yes,Buddhism,Average
Sandra Anderson,"8596 13th St, Springfield, WI 69372",69372,47,38.455036,-117.304811,1977-09-17,Greek,Yes,Agnostic,Short,Greek,Yes,Agnostic,Short
Stephanie Wilson,"8596 13th St, Springfield, WI 69372",69372,33,38.455036,-117.304811,1991-09-17,Brazilian,No,Taoism,Tall,Brazilian,No,Taoism,Tall
Crystal Thomas,"4074 87th St, Sugar Land, VT 58777",58777,48,46.554318,-92.457494,1976-09-16,Greek,No,Confucianism,Tall,Greek,No,Confucianism,Tall
Maria Cruz,"4074 87th St, Sugar Land, VT 58777",58777,67,46.554318,-92.457494,1957-09-17,Brazilian,Yes,Judaism,Short,Brazilian,Yes,Judaism,Short
Susan Walker,"9461 191st St, Salt Lake City, IL 81860",81860,23,35.737683,-99.246591,2001-09-17,Swedish,Yes,Atheism,Short,Swedish,Yes,Atheism,Short
Eileen Morgan,"9461 191st St, Salt Lake City, IL 81860",81860,36,35.737683,-99.246591,1988-09-16,Russian,Yes,Islam,Tall,Russian,Yes,Islam,Tall
Michael Gomez,"9461 191st St, Salt Lake City, IL 81860",81860,22,35.737683,-99.246591,2002-09-17,Chinese,No,Agnostic,Short,Chinese,No,Agnostic,Short
Margaret Reed,"9461 191st St, Salt Lake City, IL 81860",81860,74,35.737683,-99.246591,1950-09-17,Vietnamese,Yes,Zoroastrianism,Tall,Vietnamese,Yes,Zoroastrianism,Tall
Jeremiah Jones,"9461 191st St, Salt Lake City, IL 81860",81860,70,35.737683,-99.246591,1954-09-17,Irish,Yes,Zoroastrianism,Tall,Irish,Yes,Zoroastrianism,Tall
Michelle Howard,"742 150th St, Kent, OR 68509",68509,23,30.892141,-85.173606,2001-09-17,Greek,Yes,Jainism,Short,Greek,Yes,Jainism,Short
Cynthia Nelson,"742 150th St, Kent, OR 68509",68509,79,30.892141,-85.173606,1945-09-17,Korean,Yes,Buddhism,Average,Korean,Yes,Buddhism,Average
Brandon Clark,"742 150th St, Kent, OR 68509",68509,44,30.892141,-85.173606,1980-09-16,Brazilian,No,Hinduism,Average,Brazilian,No,Hinduism,Average
Brenda Robinson,"742 150th St, Kent, OR 68509",68509,35,30.892141,-85.173606,1989-09-17,Mexican,No,Zoroastrianism,Average,Mexican,No,Zoroastrianism,Average
Charles Rodriguez,"742 150th St, Kent, OR 68509",68509,74,30.892141,-85.173606,1950-09-17,Greek,Yes,Atheism,Average,Greek,Yes,Atheism,Average
Tamara Hill,"8667 82nd St, Tallahassee, WV 45054",45054,56,29.762927,-85.351748,1968-09-16,Mexican,No,Paganism,Average,Mexican,No,Paganism,Average
Cindy Edwards,"8667 82nd St, Tallahassee, WV 45054",45054,53,29.762927,-85.351748,1971-09-17,Japanese,No,Sikhism,Average,Japanese,No,Sikhism,Average
Brittney Green,"8667 82nd St, Tallahassee, WV 45054",45054,66,29.762927,-85.351748,1958-09-17,English,No,Judaism,Average,English,No,Judaism,Average
Susan Green,"8667 82nd St, Tallahassee, WV 45054",45054,29,29.762927,-85.351748,1995-09-17,Korean,Yes,Hinduism,Short,Korean,Yes,Hinduism,Short
David King,"8667 82nd St, Tallahassee, WV 45054",45054,66,29.762927,-85.351748,1958-09-17,Dutch,No,Hinduism,Short,Dutch,No,Hinduism,Short
Autumn Rodriguez,"6219 156th St, Sterling Heights, MA 21897",21897,36,28.373275,-113.64948,1988-09-16,Russian,No,Confucianism,Average,Russian,No,Confucianism,Average
Michelle Martin,"6219 156th St, Sterling Heights, MA 21897",21897,24,28.373275,-113.64948,2000-09-16,Dutch,Yes,Islam,Short,Dutch,Yes,Islam,Short
Nicholas Garcia,"6219 156th St, Sterling Heights, MA 21897",21897,50,28.373275,-113.64948,1974-09-17,Greek,Yes,Christianity,Tall,Greek,Yes,Christianity,Tall
Michael Nguyen,"5951 94th St, Overland Park, MN 83666",83666,66,27.490397,-88.556855,1958-09-17,German,No,Taoism,Average,German,No,Taoism,Average
Nicole Perez,"5951 94th St, Overland Park, MN 83666",83666,23,27.490397,-88.556855,2001-09-17,Dutch,No,Sikhism,Tall,Dutch,No,Sikhism,Tall
Brandon Cooper,"5951 94th St, Overland Park, MN 83666",83666,33,27.490397,-88.556855,1991-09-17,Greek,Yes,Pastafarianism,Short,Greek,Yes,Pastafarianism,Short
Melissa Flores,"5951 94th St, Overland Park, MN 83666",83666,25,27.490397,-88.556855,1999-09-17,Irish,Yes,Baháʼí,Average,Irish,Yes,Baháʼí,Average
Sharon Green,"5951 94th St, Overland Park, MN 83666",83666,25,27.490397,-88.556855,1999-09-17,English,Yes,Zoroastrianism,Tall,English,Yes,Zoroastrianism,Tall
Jennifer Morgan,"4743 154th St, Sugar Land, HI 77801",77801,57,26.388968,-119.741741,1967-09-17,German,Yes,Deism,Short,German,Yes,Deism,Short
Zachary Smith,"4743 154th St, Sugar Land, HI 77801",77801,78,26.388968,-119.741741,1946-09-17,Indian,No,Jainism,Average,Indian,No,Jainism,Average
Sabrina Collins,"4743 154th St, Sugar Land, HI 77801",77801,46,26.388968,-119.741741,1978-09-17,Korean,Yes,Baháʼí,Average,Korean,Yes,Baháʼí,Average
Marie Moore,"2485 73rd St, Glendale, MN 58880",58880,37,40.069489,-111.599162,1987-09-17,Japanese,No,Atheism,Tall,Japanese,No,Atheism,Tall
Michael Howard,"2485 73rd St, Glendale, MN 58880",58880,22,40.069489,-111.599162,2002-09-17,American,No,Christianity,Tall,American,No,Christianity,Tall
Jacob Peterson,"111 Main St, Norwalk, ME 75970",75970,67,29.439839,-97.054572,1957-09-17,Japanese,No,Judaism,Tall,Japanese,No,Judaism,Tall
Pamela Martinez,"111 Main St, Norwalk, ME 75970",75970,27,29.439839,-97.054572,1997-09-17,Polish,Yes,Jainism,Short,Polish,Yes,Jainism,Short
Sarah Rivera,"111 Main St, Norwalk, ME 75970",75970,59,29.439839,-97.054572,1965-09-17,English,Yes,Confucianism,Tall,English,Yes,Confucianism,Tall
Patrick Gonzalez,"4158 186th St, Downey, KY 40515",40515,64,39.9979,-114.745543,1960-09-16,Mexican,No,Buddhism,Tall,Mexican,No,Buddhism,Tall
George King,"4158 186th St, Downey, KY 40515",40515,41,39.9979,-114.745543,1983-09-17,Korean,No,Christianity,Tall,Korean,No,Christianity,Tall
Jennifer Garcia,"4158 186th St, Downey, KY 40515",40515,48,39.9979,-114.745543,1976-09-16,Chinese,No,Islam,Average,Chinese,No,Islam,Average
Jesse Flores,"4158 186th St, Downey, KY 40515",40515,34,39.9979,-114.745543,1990-09-17,Chinese,No,Buddhism,Tall,Chinese,No,Buddhism,Tall
Kimberly Lewis,"5316 131st St, Bakersfield, UT 79874",79874,32,31.519969,-95.240818,1992-09-16,Greek,No,Unitarianism,Tall,Greek,No,Unitarianism,Tall
Christopher Nelson,"5316 131st St, Bakersfield, UT 79874",79874,20,31.519969,-95.240818,2004-09-16,Russian,Yes,Jainism,Short,Russian,Yes,Jainism,Short
Michael Miller,"5316 131st St, Bakersfield, UT 79874",79874,35,31.519969,-95.240818,1989-09-17,Polish,Yes,Taoism,Short,Polish,Yes,Taoism,Short
Deborah Young,"5316 131st St, Bakersfield, UT 79874",79874,72,31.519969,-95.240818,1952-09-16,Vietnamese,Yes,Islam,Tall,Vietnamese,Yes,Islam,Tall
Karen Thompson,"5316 131st St, Bakersfield, UT 79874",79874,76,31.519969,-95.240818,1948-09-16,Polish,No,Hinduism,Short,Polish,No,Hinduism,Short
Kelly Cruz,"8509 88th St, Yakima, RI 89858",89858,20,31.242479,-121.883367,2004-09-16,Dutch,No,Zoroastrianism,Short,Dutch,No,Zoroastrianism,Short
Margaret Stewart,"4942 57th St, Anaheim, PA 49427",49427,74,49.13196,-93.601451,1950-09-17,German,Yes,Paganism,Short,German,Yes,Paganism,Short
Paul Lopez,"4942 57th St, Anaheim, PA 49427",49427,73,49.13196,-93.601451,1951-09-17,Spanish,Yes,Confucianism,Average,Spanish,Yes,Confucianism,Average
Shane Lopez,"4942 57th St, Anaheim, PA 49427",49427,33,49.13196,-93.601451,1991-09-17,Korean,No,Baháʼí,Tall,Korean,No,Baháʼí,Tall
Olivia Lopez,"4942 57th St, Anaheim, PA 49427",49427,43,49.13196,-93.601451,1981-09-17,Polish,Yes,Islam,Tall,Polish,Yes,Islam,Tall
Ronald Taylor,"1425 81st St, Mesa, VT 48118",48118,44,49.307485,-108.295981,1980-09-16,Indian,Yes,Pastafarianism,Tall,Indian,Yes,Pastafarianism,Tall
Michelle White,"1425 81st St, Mesa, VT 48118",48118,24,49.307485,-108.295981,2000-09-16,Dutch,Yes,Rastafarianism,Short,Dutch,Yes,Rastafarianism,Short
Cindy Wright,"1425 81st St, Mesa, VT 48118",48118,41,49.307485,-108.295981,1983-09-17,American,No,Shinto,Short,American,No,Shinto,Short
Erin Gonzalez,"1425 81st St, Mesa, VT 48118",48118,69,49.307485,-108.295981,1955-09-17,French,No,Taoism,Short,French,No,Taoism,Short
Bradley Wright,"9694 10th St, New Haven, MI 33604",33604,37,29.832072,-82.902926,1987-09-17,Russian,Yes,Christianity,Average,Russian,Yes,Christianity,Average
Melissa Evans,"9694 10th St, New Haven, MI 33604",33604,26,29.832072,-82.902926,1998-09-17,Japanese,No,Islam,Short,Japanese,No,Islam,Short
Anthony Kelly,"9694 10th St, New Haven, MI 33604",33604,33,29.832072,-82.902926,1991-09-17,Vietnamese,Yes,Rastafarianism,Average,Vietnamese,Yes,Rastafarianism,Average
Jeffery Wilson,"9399 99th St, Arvada, HI 96539",96539,73,41.672456,-89.114937,1951-09-17,Indian,Yes,Islam,Tall,Indian,Yes,Islam,Tall
Lacey Ortiz,"9399 99th St, Arvada, HI 96539",96539,72,41.672456,-89.114937,1952-09-16,American,No,Pastafarianism,Short,American,No,Pastafarianism,Short
Robert Collins,"9399 99th St, Arvada, HI 96539",96539,34,41.672456,-89.114937,1990-09-17,Korean,No,Jainism,Average,Korean,No,Jainism,Average
Joshua Wright,"9399 99th St, Arvada, HI 96539",96539,34,41.672456,-89.114937,1990-09-17,Japanese,No,Pastafarianism,Average,Japanese,No,Pastafarianism,Average
Paul Nguyen,"9991 188th St, Sugar Land, CT 26486",26486,75,30.852668,-114.880021,1949-09-17,Dutch,Yes,Jainism,Short,Dutch,Yes,Jainism,Short
David Turner,"9991 188th St, Sugar Land, CT 26486",26486,63,30.852668,-114.880021,1961-09-17,Chinese,Yes,Rastafarianism,Average,Chinese,Yes,Rastafarianism,Average
Christine Robinson,"9991 188th St, Sugar Land, CT 26486",26486,36,30.852668,-114.880021,1988-09-16,Russian,Yes,Confucianism,Short,Russian,Yes,Confucianism,Short
Randall Peterson,"2835 115th St, Scottsdale, MI 23194",23194,32,42.974126,-107.954413,1992-09-16,English,No,Rastafarianism,Average,English,No,Rastafarianism,Average
Jonathan Gutierrez,"2835 115th St, Scottsdale, MI 23194",23194,56,42.974126,-107.954413,1968-09-16,Swedish,Yes,Deism,Tall,Swedish,Yes,Deism,Tall
Amanda Morris,"2835 115th St, Scottsdale, MI 23194",23194,56,42.974126,-107.954413,1968-09-16,Polish,Yes,Sikhism,Tall,Polish,Yes,Sikhism,Tall
Shane Gutierrez,"2835 115th St, Scottsdale, MI 23194",23194,50,42.974126,-107.954413,1974-09-17,Polish,Yes,Deism,Tall,Polish,Yes,Deism,Tall
Lisa Ramos,"7396 165th St, Louisville, IL 19228",19228,75,33.720628,-84.399562,1949-09-17,Korean,Yes,Confucianism,Short,Korean,Yes,Confucianism,Short
Francisco Harris,"7396 165th St, Louisville, IL 19228",19228,61,33.720628,-84.399562,1963-09-17,Indian,No,Agnostic,Tall,Indian,No,Agnostic,Tall
Daniel Taylor,"7396 165th St, Louisville, IL 19228",19228,50,33.720628,-84.399562,1974-09-17,French,No,Deism,Tall,French,No,Deism,Tall
Michael Allen,"2616 88th St, West Palm Beach, ME 43886",43886,26,34.087154,-119.411251,1998-09-17,Dutch,No,Atheism,Tall,Dutch,No,Atheism,Tall
Kristen Stewart,"5287 160th St, West Valley City, HI 52820",52820,20,45.347259,-96.97496,2004-09-16,Indian,Yes,Baháʼí,Short,Indian,Yes,Baháʼí,Short
Margaret Harris,"5287 160th St, West Valley City, HI 52820",52820,77,45.347259,-96.97496,1947-09-17,Spanish,Yes,Atheism,Average,Spanish,Yes,Atheism,Average
Bailey Morris,"5287 160th St, West Valley City, HI 52820",52820,62,45.347259,-96.97496,1962-09-17,Italian,Yes,Deism,Short,Italian,Yes,Deism,Short
Matthew Harris,"7845 38th St, Sandy Springs, NE 28147",28147,56,44.995844,-90.303155,1968-09-16,English,No,Unitarianism,Short,English,No,Unitarianism,Short
Mason Flores,"7845 38th St, Sandy Springs, NE 28147",28147,43,44.995844,-90.303155,1981-09-17,Canadian,No,Taoism,Tall,Canadian,No,Taoism,Tall
Edward Campbell,"7845 38th St, Sandy Springs, NE 28147",28147,51,44.995844,-90.303155,1973-09-17,Russian,No,Hinduism,Average,Russian,No,Hinduism,Average
Larry White,"7845 38th St, Sandy Springs, NE 28147",28147,42,44.995844,-90.303155,1982-09-17,Spanish,No,Judaism,Tall,Spanish,No,Judaism,Tall
Daniel Carter,"7845 38th St, Sandy Springs, NE 28147",28147,66,44.995844,-90.303155,1958-09-17,Greek,No,Agnostic,Tall,Greek,No,Agnostic,Tall
Patricia Flores,"7152 119th St, Bend, OK 64514",64514,68,32.00282,-123.491709,1956-09-16,Brazilian,Yes,Jainism,Short,Brazilian,Yes,Jainism,Short
Stephanie Phillips,"7152 119th St, Bend, OK 64514",64514,62,32.00282,-123.491709,1962-09-17,Canadian,No,Jainism,Short,Canadian,No,Jainism,Short
Paula Sanchez,"7152 119th St, Bend, OK 64514",64514,37,32.00282,-123.491709,1987-09-17,Korean,No,Pastafarianism,Short,Korean,No,Pastafarianism,Short
Sandra Brown,"5367 191st St, Providence, NE 12478",12478,46,37.070813,-89.558219,1978-09-17,English,No,Buddhism,Tall,English,No,Buddhism,Tall
Angela Martin,"5367 191st St, Providence, NE 12478",12478,78,37.070813,-89.558219,1946-09-17,Italian,Yes,Jainism,Average,Italian,Yes,Jainism,Average
David Ortiz,"8387 196th St, Pomona, ID 23883",23883,24,45.085115,-101.833967,2000-09-16,English,No,Deism,Average,English,No,Deism,Average
Katherine Morgan,"8387 196th St, Pomona, ID 23883",23883,41,45.085115,-101.833967,1983-09-17,Vietnamese,No,Hinduism,Tall,Vietnamese,No,Hinduism,Tall
Amber Jackson,"8387 196th St, Pomona, ID 23883",23883,74,45.085115,-101.833967,1950-09-17,Greek,No,Hinduism,Average,Greek,No,Hinduism,Average
Raymond Morales,"8387 196th St, Pomona, ID 23883",23883,63,45.085115,-101.833967,1961-09-17,Indian,Yes,Judaism,Tall,Indian,Yes,Judaism,Tall
Thomas Baker,"8387 196th St, Pomona, ID 23883",23883,43,45.085115,-101.833967,1981-09-17,Vietnamese,Yes,Rastafarianism,Average,Vietnamese,Yes,Rastafarianism,Average
Matthew Ramos,"4623 41st St, Oxnard, OK 87841",87841,43,43.029534,-110.992499,1981-09-17,Chinese,No,Druidism,Tall,Chinese,No,Druidism,Tall
Michelle Rodriguez,"4623 41st St, Oxnard, OK 87841",87841,66,43.029534,-110.992499,1958-09-17,Mexican,No,Confucianism,Average,Mexican,No,Confucianism,Average
Cynthia Young,"8811 40th St, San Antonio, GA 15592",15592,44,41.607186,-114.959784,1980-09-16,Spanish,No,Shinto,Short,Spanish,No,Shinto,Short
Lisa Lopez,"8811 40th St, San Antonio, GA 15592",15592,76,41.607186,-114.959784,1948-09-16,English,No,Confucianism,Short,English,No,Confucianism,Short
Catherine Gomez,"8811 40th St, San Antonio, GA 15592",15592,68,41.607186,-114.959784,1956-09-16,English,Yes,Pastafarianism,Short,English,Yes,Pastafarianism,Short
Julie Howard,"5007 32nd St, Allen, CT 34218",34218,37,29.458862,-111.393007,1987-09-17,German,No,Atheism,Short,German,No,Atheism,Short
Kelly Baker,"5007 32nd St, Allen, CT 34218",34218,39,29.458862,-111.393007,1985-09-17,Japanese,Yes,Confucianism,Tall,Japanese,Yes,Confucianism,Tall
Jennifer Cruz,"1259 175th St, New York, WA 15365",15365,38,33.458906,-113.244192,1986-09-17,American,No,Buddhism,Average,American,No,Buddhism,Average
Jimmy Walker,"1259 175th St, New York, WA 15365",15365,61,33.458906,-113.244192,1963-09-17,Chinese,Yes,Judaism,Tall,Chinese,Yes,Judaism,Tall
Angela Williams,"1259 175th St, New York, WA 15365",15365,72,33.458906,-113.244192,1952-09-16,Vietnamese,Yes,Pastafarianism,Short,Vietnamese,Yes,Pastafarianism,Short
Janice Scott,"1259 175th St, New York, WA 15365",15365,33,33.458906,-113.244192,1991-09-17,Vietnamese,No,Judaism,Average,Vietnamese,No,Judaism,Average
Gary Lopez,"9370 166th St, Eugene, AL 67187",67187,51,28.490471,-109.918316,1973-09-17,Vietnamese,Yes,Zoroastrianism,Tall,Vietnamese,Yes,Zoroastrianism,Tall
Barbara Thompson,"9370 166th St, Eugene, AL 67187",67187,63,28.490471,-109.918316,1961-09-17,Mexican,No,Buddhism,Short,Mexican,No,Buddhism,Short
Cindy Reed,"9370 166th St, Eugene, AL 67187",67187,77,28.490471,-109.918316,1947-09-17,English,Yes,Taoism,Average,English,Yes,Taoism,Average
Jennifer Parker,"9370 166th St, Eugene, AL 67187",67187,65,28.490471,-109.918316,1959-09-17,Irish,Yes,Atheism,Average,Irish,Yes,Atheism,Average
Joseph Lee,"2791 93rd St, Cincinnati, SC 45993",45993,66,27.267961,-91.104,1958-09-17,Italian,No,Pastafarianism,Short,Italian,No,Pastafarianism,Short
Brian Edwards,"2791 93rd St, Cincinnati, SC 45993",45993,69,27.267961,-91.104,1955-09-17,Chinese,No,Jainism,Short,Chinese,No,Jainism,Short
Jason Carter,"2791 93rd St, Cincinnati, SC 45993",45993,41,27.267961,-91.104,1983-09-17,Greek,Yes,Christianity,Average,Greek,Yes,Christianity,Average
Patricia Green,"2791 93rd St, Cincinnati, SC 45993",45993,28,27.267961,-91.104,1996-09-16,Canadian,Yes,Rastafarianism,Short,Canadian,Yes,Rastafarianism,Short
Jonathan Harris,"1836 168th St, Tallahassee, NJ 86189",86189,62,34.648498,-85.507142,1962-09-17,German,No,Buddhism,Tall,German,No,Buddhism,Tall
Nicholas Adams,"1836 168th St, Tallahassee, NJ 86189",86189,28,34.648498,-85.507142,1996-09-16,Korean,No,Baháʼí,Short,Korean,No,Baháʼí,Short
Joseph Baker,"1836 168th St, Tallahassee, NJ 86189",86189,65,34.648498,-85.507142,1959-09-17,Korean,No,Deism,Short,Korean,No,Deism,Short
Andrew Flores,"1836 168th St, Tallahassee, NJ 86189",86189,21,34.648498,-85.507142,2003-09-17,Irish,Yes,Unitarianism,Short,Irish,Yes,Unitarianism,Short
Jamie Cruz,"1836 168th St, Tallahassee, NJ 86189",86189,67,34.648498,-85.507142,1957-09-17,American,No,Paganism,Average,American,No,Paganism,Average
Brian Johnson,"5167 89th St, Wichita, FL 32838",32838,43,45.699745,-112.078589,1981-09-17,Chinese,No,Pastafarianism,Average,Chinese,No,Pastafarianism,Average
Stephanie Sanchez,"5167 89th St, Wichita, FL 32838",32838,77,45.699745,-112.078589,1947-09-17,Japanese,Yes,Agnostic,Short,Japanese,Yes,Agnostic,Short
Jennifer Jackson,"1131 122nd St, Buffalo, AR 46423",46423,39,27.344043,-77.368978,1985-09-17,Canadian,No,Deism,Average,Canadian,No,Deism,Average
Brittany Peterson,"6398 151st St, Wichita, NV 54835",54835,75,40.728332,-109.51424,1949-09-17,Vietnamese,No,Atheism,Short,Vietnamese,No,Atheism,Short
Melissa Diaz,"6398 151st St, Wichita, NV 54835",54835,65,40.728332,-109.51424,1959-09-17,Dutch,No,Pastafarianism,Tall,Dutch,No,Pastafarianism,Tall
Russell Kelly,"6398 151st St, Wichita, NV 54835",54835,22,40.728332,-109.51424,2002-09-17,French,No,Taoism,Average,French,No,Taoism,Average
Rhonda Turner,"6398 151st St, Wichita, NV 54835",54835,45,40.728332,-109.51424,1979-09-17,Korean,Yes,Hinduism,Short,Korean,Yes,Hinduism,Short
Tina Hill,"6398 151st St, Wichita, NV 54835",54835,29,40.728332,-109.51424,1995-09-17,Russian,No,Christianity,Average,Russian,No,Christianity,Average
Morgan Thomas,"6398 151st St, Wichita, NV 54835",54835,66,40.728332,-109.51424,1958-09-17,French,No,Judaism,Tall,French,No,Judaism,Tall
Cassandra Wright,"3238 26th St, Arvada, AL 66763",66763,53,41.484274,-121.312692,1971-09-17,Brazilian,No,Christianity,Tall,Brazilian,No,Christianity,Tall
Eric Jackson,"3238 26th St, Arvada, AL 66763",66763,46,41.484274,-121.312692,1978-09-17,Vietnamese,No,Sikhism,Short,Vietnamese,No,Sikhism,Short
Edward Ortiz,"1421 9th St, Boston, FL 43659",43659,31,38.229918,-85.316979,1993-09-17,Indian,No,Agnostic,Average,Indian,No,Agnostic,Average
Charles Cruz,"1421 9th St, Boston, FL 43659",43659,65,38.229918,-85.316979,1959-09-17,German,No,Paganism,Tall,German,No,Paganism,Tall
Courtney Miller,"1421 9th St, Boston, FL 43659",43659,28,38.229918,-85.316979,1996-09-16,Mexican,Yes,Shinto,Average,Mexican,Yes,Shinto,Average
Rodney Rivera,"1421 9th St, Boston, FL 43659",43659,35,38.229918,-85.316979,1989-09-17,Dutch,Yes,Deism,Short,Dutch,Yes,Deism,Short
Jeffrey Phillips,"2032 199th St, Anaheim, SD 73899",73899,41,41.482882,-114.842778,1983-09-17,Chinese,Yes,Zoroastrianism,Tall,Chinese,Yes,Zoroastrianism,Tall
Lawrence Anderson,"2032 199th St, Anaheim, SD 73899",73899,65,41.482882,-114.842778,1959-09-17,Brazilian,No,Baháʼí,Tall,Brazilian,No,Baháʼí,Tall
Joseph Cook,"2032 199th St, Anaheim, SD 73899",73899,33,41.482882,-114.842778,1991-09-17,French,No,Judaism,Average,French,No,Judaism,Average
Jason Hernandez,"2032 199th St, Anaheim, SD 73899",73899,23,41.482882,-114.842778,2001-09-17,Canadian,No,Buddhism,Tall,Canadian,No,Buddhism,Tall
Maria Morris,"2868 68th St, Modesto, MA 96814",96814,50,37.147997,-104.304591,1974-09-17,Canadian,Yes,Taoism,Short,Canadian,Yes,Taoism,Short
